THE KEY is the represent of API key, it can not be uploaded to GitHub, so I just use the word THE KEY
rule_id	paper_id	paper_title	file_path	line_number	matched_text
BR001	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	29	"<uses-permission android:name=""com.google.android.gms.permission.AD_ID""/>"
BR001	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	30	"<uses-permission android:name=""android.permission.CAMERA""/>"
BR002	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	21	"<uses-permission android:name=""android.permission.ACCESS_COARSE_LOCATION""/>"
BR002	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	22	"<uses-permission android:name=""android.permission.ACCESS_FINE_LOCATION""/>"
BR002	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	23	"<uses-permission android:name=""android.permission.BLUETOOTH_SCAN""/>"
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	15	<uses-permission
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	18	<uses-permission
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	22	"<uses-permission android:name=""android.permission.ACCESS_FINE_LOCATION""/>"
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	23	"<uses-permission android:name=""android.permission.BLUETOOTH_SCAN""/>"
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	24	"<uses-permission android:name=""android.permission.BLUETOOTH_CONNECT""/>"
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	25	"<uses-permission android:name=""android.permission.BLUETOOTH_ADVERTISE""/>"
BR003	B023	Android Permissions Demystified	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	26	"<uses-permission android:name=""android.permission.INTERNET""/>"
BR005	B021	Metadata-Based Privacy Assessment for Mobile mHealth	resources/com.punchthrough.lightblueexplorer.apk/AndroidManifest.xml	28	"<uses-permission android:name=""android.permission.VIBRATE""/>"
